Date(UTC);Pair;Side;Price;Executed;Amount;Fee
2021-05-12 03:57:08;BTCUSDT;BUY;57,728.0100000000;0.0098440000BTC;568.27453044USDT;0.0006233100BNB
2021-05-12 01:17:09;BTCUSDT;BUY;57,103.7900000000;0.1481750000BTC;8,461.35408325USDT;0.0094582900BNB
2021-05-10 18:47:09;BTCUSDT;SELL;56,981.8700000000;0.0112400000BTC;640.47621880USDT;0.0007258200BNB
2021-05-10 15:03:10;BTCUSDT;SELL;57,170.4000000000;0.0910950000BTC;5,207.93758800USDT;0.0059541900BNB
2021-05-10 15:03:10;BTCUSDT;SELL;57,170.4100000000;0.0506000000BTC;2,892.82274600USDT;0.0033073400BNB
2021-05-10 03:47:11;BTCUSDT;BUY;59,292.4800000000;0.0093860000BTC;556.51921728USDT;0.0006188400BNB
2021-05-10 01:54:10;BTCUSDT;BUY;58,837.1900000000;0.1379270000BTC;8,115.23710513USDT;0.0089309700BNB
2021-05-09 12:29:09;BTCUSDT;SELL;56,916.8800000000;0.1578510000BTC;8,984.38642488USDT;0.0102960300BNB
2021-05-07 13:23:09;BTCUSDT;BUY;57,150.6800000000;0.0043740000BTC;249.97707432USDT;0.0002975100BNB
2021-05-07 13:23:09;BTCUSDT;BUY;57,150.6800000000;0.0032210000BTC;184.08234028USDT;0.0002192200BNB
2021-05-07 13:23:09;BTCUSDT;BUY;57,150.6800000000;0.0025740000BTC;147.10585032USDT;0.0001749600BNB
2021-05-07 13:22:10;BTCUSDT;BUY;57,130.0000000000;0.0046760000BTC;267.13988000USDT;0.0003190200BNB
2021-05-07 13:22:10;BTCUSDT;BUY;57,130.0000000000;0.0006980000BTC;39.87674000USDT;0.0000477100BNB
2021-05-07 13:22:10;BTCUSDT;BUY;57,130.0000000000;0.1518910000BTC;8,677.53283000USDT;0.0103542500BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,670.3300000000;0.0165360000BTC;920.56457688USDT;0.0011067300BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,677.5300000000;0.0156040000BTC;868.79217812USDT;0.0010444900BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,681.4700000000;0.0040000000BTC;222.72588000USDT;0.0002677600BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,675.0600000000;0.0711860000BTC;3,963.28482116USDT;0.0047648200BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,671.0000000000;0.0100000000BTC;556.71000000USDT;0.0006693000BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,675.7200000000;0.0400000000BTC;2,227.02880000USDT;0.0026774200BNB
2021-05-06 18:43:10;BTCUSDT;SELL;55,673.1700000000;0.0089800000BTC;499.94506660USDT;0.0006010500BNB
2021-05-05 14:06:09;BTCUSDT;BUY;55,908.9400000000;0.0020950000BTC;117.12922930USDT;0.0001355400BNB
2021-05-05 14:06:09;BTCUSDT;BUY;55,907.7600000000;0.0113860000BTC;636.56575536USDT;0.0007352100BNB
2021-05-05 14:04:09;BTCUSDT;BUY;56,032.8200000000;0.1528250000BTC;8,563.21571650USDT;0.0098532100BNB
2021-05-04 01:01:10;BTCUSDT;SELL;55,400.4900000000;0.0032470000BTC;179.88539103USDT;0.0002094000BNB
2021-05-04 01:01:10;BTCUSDT;SELL;55,407.5700000000;0.0000700000BTC;3.87852990USDT;0.0000045000BNB
2021-05-04 01:01:10;BTCUSDT;SELL;55,405.2200000000;0.0096440000BTC;534.32794168USDT;0.0006219900BNB
2021-05-04 00:55:11;BTCUSDT;SELL;55,661.9200000000;0.1630010000BTC;9,072.94862192USDT;0.0105261300BNB
2021-05-03 02:50:09;BTCUSDT;BUY;58,093.9000000000;0.0094750000BTC;550.43970250USDT;0.0006596100BNB
2021-05-03 02:05:08;BTCUSDT;BUY;58,064.0900000000;0.0109440000BTC;635.45340096USDT;0.0007551700BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,677.9000000000;0.0052520000BTC;302.92433080USDT;0.0003632700BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025030000BTC;144.34312915USDT;0.0001729800BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0250000000BTC;1,441.70125000USDT;0.0017298600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,675.6600000000;0.0080000000BTC;461.40528000USDT;0.0005535500BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0164760000BTC;950.13879180USDT;0.0011403200BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0177330000BTC;1,022.62753065USDT;0.0012268100BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,668.0500000000;0.0025200000BTC;145.32348600USDT;0.0001743600BNB
2021-05-03 01:32:09;BTCUSDT;BUY;57,677.9000000000;0.0402440000BTC;2,321.18940760USDT;0.0027843800BNB
2021-05-02 04:04:09;BTCUSDT;SELL;56,266.7800000000;0.1450650000BTC;8,162.34044070USDT;0.0102541800BNB
2021-05-02 04:04:09;BTCUSDT;SELL;56,262.3100000000;0.0182580000BTC;1,027.23725598USDT;0.0012904900BNB
2021-04-30 09:30:10;BTCUSDT;BUY;54,596.1500000000;0.0182300000BTC;995.28781450USDT;0.0012107000BNB
2021-04-30 09:29:09;BTCUSDT;BUY;54,638.9200000000;0.1561750000BTC;8,533.23333100USDT;0.0103723500BNB
2021-04-29 15:21:08;BTCUSDT;SELL;53,777.3100000000;0.1039940000BTC;5,592.51757614USDT;0.0070704300BNB
2021-04-29 15:21:08;BTCUSDT;SELL;53,777.3100000000;0.0776660000BTC;4,176.66855846USDT;0.0052804200BNB
2021-04-26 10:45:11;BTCUSDT;BUY;53,201.4500000000;0.0108500000BTC;577.23573250USDT;0.0008054100BNB
2021-04-26 02:55:10;BTCUSDT;BUY;51,856.2800000000;0.0122130000BTC;633.32074764USDT;0.0008998500BNB
2021-04-26 02:54:10;BTCUSDT;BUY;51,896.3300000000;0.1565600000BTC;8,124.88942480USDT;0.0115315400BNB
2021-04-25 20:57:10;BTCUSDT;SELL;48,138.8000000000;0.0129600000BTC;623.87884800USDT;0.0009564900BNB
2021-04-25 20:52:10;BTCUSDT;SELL;48,309.2200000000;0.1152480000BTC;5,567.54098656USDT;0.0085515300BNB
2021-04-25 20:52:10;BTCUSDT;SELL;48,309.2200000000;0.0417270000BTC;2,015.79882294USDT;0.0030961800BNB
2021-04-25 15:40:10;BTCUSDT;BUY;50,299.0700000000;0.0987910000BTC;4,969.09542437USDT;0.0072675300BNB
2021-04-25 15:40:10;BTCUSDT;BUY;50,299.0700000000;0.0583610000BTC;2,935.50402427USDT;0.0042932700BNB
2021-04-25 08:47:10;BTCUSDT;SELL;50,067.5000000000;0.0526730000BTC;2,637.20542750USDT;0.0039842800BNB
2021-04-25 08:47:10;BTCUSDT;SELL;50,067.5000000000;0.0478050000BTC;2,393.47683750USDT;0.0036160500BNB
2021-04-25 08:47:10;BTCUSDT;SELL;50,067.5000000000;0.0419730000BTC;2,101.48317750USDT;0.0031749100BNB
2021-04-25 08:47:10;BTCUSDT;SELL;50,073.3500000000;0.0124770000BTC;624.76518795USDT;0.0009438900BNB
2021-04-24 19:44:11;BTCUSDT;BUY;50,753.9400000000;0.1641560000BTC;8,331.56377464USDT;0.0123165500BNB
2021-04-24 11:17:11;BTCUSDT;SELL;49,165.1900000000;0.0125040000BTC;614.76153576USDT;0.0009378500BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,081.3200000000;0.0003870000BTC;18.99447084USDT;0.0000284700BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,076.7800000000;0.0367150000BTC;1,801.85397770USDT;0.0027015900BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,080.8400000000;0.0323200000BTC;1,586.29274880USDT;0.0023783800BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,079.0300000000;0.0328090000BTC;1,610.23389527USDT;0.0024142800BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,076.7900000000;0.0275460000BTC;1,351.86925734USDT;0.0020269000BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,080.2900000000;0.0050650000BTC;248.59166885USDT;0.0003727200BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,077.4900000000;0.0100000000BTC;490.77490000USDT;0.0007358300BNB
2021-04-24 10:34:10;BTCUSDT;SELL;49,084.0000000000;0.0144960000BTC;711.52166400USDT;0.0010668000BNB
2021-04-23 20:46:11;BTCUSDT;BUY;50,992.3200000000;0.1495960000BTC;7,628.24710272USDT;0.0108370100BNB
2021-04-23 20:46:11;BTCUSDT;BUY;50,994.1800000000;0.0229420000BTC;1,169.90847756USDT;0.0016617600BNB
